,down,drive,pass att,pass yds,play,ptdiff,quarter,rush att,rush yds,team,togo,week,year
0,1,2,0,0,3,0,Q1,1,1,TEN,10,6,2009
1,2,2,0,0,4,0,Q1,1,0,TEN,9,6,2009
2,3,2,1,0,5,0,Q1,0,0,TEN,9,6,2009
3,1,3,0,0,8,0,Q1,1,12,NE,10,2,2009
4,1,3,1,3,9,0,Q1,0,0,NE,10,2,2009
5,2,3,1,19,11,0,Q1,0,0,NE,1,2,2009
6,1,3,0,0,12,0,Q1,1,-1,NE,10,2,2009
7,2,3,0,0,13,0,Q1,1,4,NE,11,2,2009
8,3,3,1,0,14,0,Q1,0,0,NE,7,2,2009
9,1,4,0,0,17,0,Q1,1,2,KC,10,16,2009
10,2,4,0,0,19,0,Q1,1,9,KC,13,16,2009
11,3,4,0,0,20,0,Q1,1,5,KC,4,16,2009
12,1,4,1,5,21,0,Q1,0,0,KC,10,16,2009
13,2,4,1,0,22,0,Q1,0,0,KC,5,16,2009
14,3,4,1,4,23,0,Q1,0,0,KC,5,16,2009
15,1,5,0,0,26,0,Q1,1,3,TB,10,2,2009
16,2,5,0,0,27,0,Q1,1,-5,TB,7,2,2009
17,3,5,1,0,28,0,Q1,0,0,TB,12,2,2009
18,1,6,0,0,31,0,Q1,1,-4,WAS,10,16,2009
19,2,6,1,16,32,0,Q1,0,0,WAS,14,16,2009
20,1,6,0,0,33,0,Q1,1,8,WAS,10,16,2009
21,2,6,0,0,34,0,Q1,1,-1,WAS,2,16,2009
22,3,6,1,0,35,0,Q1,0,0,WAS,3,16,2009
23,1,7,1,80,37,0,Q1,0,0,IND,10,2,2009
24,1,8,0,0,40,0,Q1,1,4,WAS,10,4,2009
25,1,10,0,0,45,0,Q1,1,1,ARI,10,2,2009
26,2,10,1,10,46,0,Q1,0,0,ARI,9,2,2009
27,1,10,1,14,47,0,Q1,0,0,ARI,10,2,2009
28,1,10,0,0,48,0,Q1,1,2,ARI,10,2,2009
29,2,10,1,6,49,0,Q1,0,0,ARI,8,2,2009
30,3,10,1,7,50,0,Q1,0,0,ARI,2,2,2009
31,1,10,0,0,51,0,Q1,1,0,ARI,10,2,2009
32,2,10,0,0,52,0,Q1,1,17,ARI,10,2,2009
33,1,10,0,0,54,0,Q1,1,9,ARI,10,2,2009
34,2,10,0,0,55,0,Q1,1,3,ARI,1,2,2009
35,1,10,0,0,56,0,Q1,1,1,ARI,1,2,2009
36,1,11,1,0,59,0,Q1,0,0,ATL,10,5,2009
37,2,11,0,0,60,0,Q1,1,6,ATL,10,5,2009
38,3,11,1,0,61,0,Q1,0,0,ATL,4,5,2009
39,1,12,0,0,64,0,Q1,1,2,WAS,10,12,2009
40,2,12,1,6,65,0,Q1,0,0,WAS,8,12,2009
41,3,12,1,10,66,0,Q1,0,0,WAS,2,12,2009
42,1,12,0,0,67,0,Q1,1,1,WAS,1,12,2009
43,1,13,1,29,70,0,Q1,0,0,IND,10,14,2009
44,1,13,0,0,71,0,Q1,1,1,IND,10,14,2009
45,2,13,1,7,72,0,Q1,0,0,IND,9,14,2009
46,3,13,1,3,73,0,Q1,0,0,IND,2,14,2009
47,1,13,1,10,74,0,Q1,0,0,IND,10,14,2009
48,1,13,1,6,75,0,Q1,0,0,IND,10,14,2009
49,2,13,1,7,76,0,Q1,0,0,IND,4,14,2009
50,1,13,0,0,77,0,Q1,1,3,IND,10,14,2009
51,2,13,1,0,78,0,Q1,0,0,IND,7,14,2009
52,3,13,1,9,79,0,Q1,0,0,IND,7,14,2009
53,1,13,0,0,80,0,Q1,1,0,IND,5,14,2009
54,2,13,1,0,81,0,Q1,0,0,IND,5,14,2009
55,3,13,1,5,82,0,Q1,0,0,IND,5,14,2009
56,1,14,1,6,85,0,Q1,0,0,ATL,10,7,2009
57,2,14,1,5,86,0,Q1,0,0,ATL,4,7,2009
58,1,14,0,0,87,0,Q1,1,1,ATL,10,7,2009
59,2,14,0,0,88,0,Q1,1,1,ATL,9,7,2009
60,3,14,1,10,89,0,Q1,0,0,ATL,8,7,2009
61,1,14,0,0,90,0,Q1,1,6,ATL,10,7,2009
62,2,14,0,0,91,0,Q1,1,2,ATL,4,7,2009
63,3,14,0,0,92,0,Q1,1,3,ATL,2,7,2009
64,1,14,1,0,93,0,Q1,0,0,ATL,10,7,2009
65,2,14,1,7,94,0,Q1,0,0,ATL,10,7,2009
66,3,14,1,17,95,0,Q1,0,0,ATL,3,7,2009
67,1,14,0,0,96,0,Q1,1,3,ATL,10,7,2009
68,2,14,0,0,97,0,Q1,1,15,ATL,7,7,2009
69,1,14,1,0,98,0,Q1,0,0,ATL,4,7,2009
70,2,14,0,0,99,0,Q1,1,0,ATL,4,7,2009
71,3,14,1,4,100,0,Q1,0,0,ATL,4,7,2009
72,1,15,1,2,103,0,Q1,0,0,KC,10,14,2009
73,2,15,0,0,104,0,Q1,1,-1,KC,8,14,2009
74,1,16,0,0,108,0,Q1,1,2,BUF,10,12,2009
75,2,16,0,0,109,0,Q1,1,1,BUF,8,12,2009
76,3,16,1,0,110,0,Q1,0,0,BUF,7,12,2009
77,1,17,0,0,113,0,Q1,1,0,HOU,10,5,2009
78,2,17,1,7,114,0,Q1,0,0,HOU,12,5,2009
79,3,17,1,0,115,0,Q1,0,0,HOU,5,5,2009
80,1,18,1,11,118,0,Q1,0,0,GB,10,8,2009
81,1,18,0,0,119,0,Q1,1,2,GB,10,8,2009
82,2,18,0,0,120,0,Q1,1,3,GB,8,8,2009
83,3,18,1,20,121,0,Q1,0,0,GB,5,8,2009
84,1,18,1,0,122,0,Q1,0,0,GB,10,8,2009
85,2,18,0,0,123,0,Q1,1,0,GB,10,8,2009
86,3,18,1,0,124,0,Q1,0,0,GB,17,8,2009
87,1,19,0,0,127,0,Q1,1,0,CAR,10,14,2009
88,2,19,1,0,128,0,Q1,0,0,CAR,10,14,2009
89,3,19,1,0,129,0,Q1,0,0,CAR,10,14,2009
90,1,20,1,7,132,0,Q1,0,0,SF,10,12,2009
91,2,20,1,0,133,0,Q1,0,0,SF,3,12,2009
92,3,20,1,21,134,0,Q1,0,0,SF,3,12,2009
93,1,20,0,0,135,0,Q1,1,4,SF,10,12,2009
94,2,20,1,3,136,0,Q1,0,0,SF,6,12,2009
95,3,20,1,11,137,0,Q1,0,0,SF,3,12,2009
96,1,20,0,0,138,0,Q1,1,2,SF,10,12,2009
97,2,20,0,0,139,0,Q1,1,3,SF,8,12,2009
98,3,20,1,0,140,0,Q1,0,0,SF,5,12,2009
99,1,21,1,0,143,0,Q1,0,0,TB,10,14,2009
100,2,22,1,0,146,0,Q1,0,0,SF,17,3,2009
101,3,22,1,1,148,0,Q1,0,0,SF,22,3,2009
102,1,23,1,7,151,0,Q1,0,0,STL,10,14,2009
103,2,23,0,0,152,0,Q1,1,2,STL,3,14,2009
104,3,23,0,0,153,0,Q1,1,3,STL,1,14,2009
105,1,23,1,4,154,0,Q1,0,0,STL,10,14,2009
106,2,23,0,0,155,0,Q1,1,-2,STL,6,14,2009
107,3,23,1,0,156,0,Q1,0,0,STL,8,14,2009
108,1,24,1,13,159,0,Q1,0,0,ATL,10,3,2009
109,1,24,0,0,160,0,Q1,1,1,ATL,10,3,2009
110,2,24,0,0,161,0,Q1,1,2,ATL,9,3,2009
111,3,24,1,21,162,0,Q1,0,0,ATL,7,3,2009
112,1,24,0,0,163,0,Q1,1,7,ATL,10,3,2009
113,2,24,1,7,164,0,Q1,0,0,ATL,3,3,2009
114,1,24,1,0,165,0,Q1,0,0,ATL,10,3,2009
115,2,24,1,14,166,0,Q1,0,0,ATL,10,3,2009
116,1,24,0,0,167,0,Q1,1,3,ATL,10,3,2009
117,2,24,0,0,168,0,Q1,1,4,ATL,7,3,2009
118,3,24,1,0,169,0,Q1,0,0,ATL,3,3,2009
119,1,25,0,0,172,0,Q1,1,1,OAK,10,3,2009
120,2,25,1,-4,173,0,Q1,0,0,OAK,9,3,2009
121,3,25,1,8,174,0,Q1,0,0,OAK,13,3,2009
122,1,26,0,0,177,0,Q1,1,6,SF,10,8,2009
123,2,26,0,0,178,0,Q1,1,1,SF,4,8,2009
124,3,26,1,0,179,0,Q1,0,0,SF,3,8,2009
125,1,27,1,4,182,0,Q1,0,0,BUF,10,4,2009
126,2,27,1,18,183,0,Q1,0,0,BUF,6,4,2009
127,1,27,1,0,184,0,Q1,0,0,BUF,10,4,2009
128,2,27,0,0,185,0,Q1,1,5,BUF,10,4,2009
129,1,28,1,0,190,0,Q1,0,0,CIN,15,14,2009
130,2,28,0,0,191,0,Q1,1,2,CIN,15,14,2009
131,3,28,1,13,192,0,Q1,0,0,CIN,13,14,2009
132,1,28,0,0,193,0,Q1,1,12,CIN,10,14,2009
133,1,28,1,0,194,0,Q1,0,0,CIN,10,14,2009
134,2,28,1,0,195,0,Q1,0,0,CIN,10,14,2009
135,1,29,0,0,200,0,Q1,1,2,TB,10,7,2009
136,2,29,0,0,201,0,Q1,1,9,TB,8,7,2009
137,1,29,1,6,202,0,Q1,0,0,TB,10,7,2009
138,2,29,0,0,203,0,Q1,1,0,TB,4,7,2009
139,3,29,1,0,204,0,Q1,0,0,TB,4,7,2009
140,1,30,0,0,206,0,Q1,1,1,SD,10,3,2009
141,2,30,1,2,207,0,Q1,0,0,SD,9,3,2009
142,3,30,1,8,208,0,Q1,0,0,SD,7,3,2009
143,1,30,1,15,209,0,Q1,0,0,SD,10,3,2009
144,1,30,0,0,210,0,Q1,1,1,SD,10,3,2009
145,2,30,0,0,211,0,Q1,1,2,SD,9,3,2009
146,3,30,1,0,212,0,Q1,0,0,SD,7,3,2009
147,1,31,0,0,215,0,Q1,1,5,DAL,10,11,2009
148,2,31,1,0,216,0,Q1,0,0,DAL,5,11,2009
149,3,31,1,0,217,0,Q1,0,0,DAL,5,11,2009
150,1,32,1,4,220,0,Q1,0,0,CLE,10,12,2009
151,2,32,0,0,221,0,Q1,1,2,CLE,6,12,2009
152,3,32,1,24,222,0,Q1,0,0,CLE,4,12,2009
153,1,32,1,0,223,0,Q1,0,0,CLE,10,12,2009
154,2,32,0,0,224,0,Q1,1,3,CLE,10,12,2009
155,1,33,1,6,228,0,Q1,0,0,DAL,10,14,2009
156,2,33,0,0,229,0,Q1,1,7,DAL,4,14,2009
157,1,33,0,0,230,0,Q1,1,3,DAL,10,14,2009
158,2,33,1,18,233,0,Q1,0,0,DAL,22,14,2009
159,3,33,1,0,234,0,Q1,0,0,DAL,4,14,2009
160,4,33,1,19,235,0,Q1,0,0,DAL,4,14,2009
161,1,33,0,0,236,0,Q1,1,-3,DAL,10,14,2009
162,2,33,1,6,237,0,Q1,0,0,DAL,13,14,2009
163,3,33,1,0,238,0,Q1,0,0,DAL,7,14,2009
164,1,34,1,0,241,0,Q1,0,0,STL,10,10,2009
165,2,34,0,0,243,0,Q1,1,30,STL,5,10,2009
166,1,34,1,8,244,0,Q1,0,0,STL,10,10,2009
167,2,34,0,0,246,0,Q1,1,3,STL,7,10,2009
168,3,34,1,0,247,0,Q1,0,0,STL,4,10,2009
169,1,35,0,0,250,0,Q1,1,6,CLE,10,11,2009
170,2,35,1,24,251,0,Q1,0,0,CLE,4,11,2009
171,1,35,0,0,252,0,Q1,1,3,CLE,10,11,2009
172,2,35,0,0,253,0,Q1,1,2,CLE,7,11,2009
173,3,35,1,6,254,0,Q1,0,0,CLE,5,11,2009
174,1,35,0,0,255,0,Q1,1,2,CLE,10,11,2009
175,2,35,1,0,256,0,Q1,0,0,CLE,8,11,2009
176,3,35,1,10,258,0,Q1,0,0,CLE,13,11,2009
177,1,36,0,0,261,0,Q1,1,3,PHI,10,7,2009
178,2,36,0,0,262,0,Q1,1,5,PHI,7,7,2009
179,3,36,1,6,263,0,Q1,0,0,PHI,2,7,2009
180,1,36,0,0,264,0,Q1,1,67,PHI,10,7,2009
181,1,37,0,0,267,0,Q1,1,0,NO,10,4,2009
182,2,37,0,0,268,0,Q1,1,13,NO,10,4,2009
183,1,37,1,4,269,0,Q1,0,0,NO,10,4,2009
184,2,37,0,0,270,0,Q1,1,7,NO,6,4,2009
185,1,37,1,0,271,0,Q1,0,0,NO,10,4,2009
186,2,37,1,8,272,0,Q1,0,0,NO,10,4,2009
187,3,37,0,0,273,0,Q1,1,8,NO,2,4,2009
188,1,37,1,5,274,0,Q1,0,0,NO,10,4,2009
189,2,37,1,9,275,0,Q1,0,0,NO,5,4,2009
190,1,37,0,0,277,0,Q1,1,5,NO,20,4,2009
191,2,37,0,0,278,0,Q1,1,11,NO,15,4,2009
192,3,37,1,0,279,0,Q1,0,0,NO,4,4,2009
193,1,38,1,5,282,0,Q1,0,0,NE,10,11,2009
194,2,38,0,0,283,0,Q1,1,2,NE,5,11,2009
195,3,38,1,0,284,0,Q1,0,0,NE,3,11,2009
196,1,39,0,0,287,0,Q1,1,0,CAR,10,7,2009
197,2,39,1,5,288,0,Q1,0,0,CAR,10,7,2009
198,3,39,1,0,289,0,Q1,0,0,CAR,5,7,2009
199,1,40,0,0,292,0,Q1,1,14,TEN,10,9,2009
200,1,40,0,0,293,0,Q1,1,3,TEN,10,9,2009
201,2,40,1,8,294,0,Q1,0,0,TEN,7,9,2009
202,1,40,1,9,295,0,Q1,0,0,TEN,10,9,2009
203,2,40,0,0,296,0,Q1,1,-5,TEN,1,9,2009
204,3,40,1,0,297,0,Q1,0,0,TEN,6,9,2009
205,1,41,0,0,300,0,Q1,1,11,PHI,10,14,2009
206,1,41,1,6,301,0,Q1,0,0,PHI,10,14,2009
207,1,41,0,0,303,0,Q1,1,6,PHI,10,14,2009
208,2,41,1,32,304,0,Q1,0,0,PHI,4,14,2009
209,1,41,0,0,305,0,Q1,1,-1,PHI,7,14,2009
210,2,41,1,8,306,0,Q1,0,0,PHI,8,14,2009
211,1,42,0,0,309,0,Q1,1,-1,DAL,10,1,2009
212,2,42,1,7,310,0,Q1,0,0,DAL,11,1,2009
213,3,42,0,0,311,0,Q1,1,7,DAL,4,1,2009
214,1,42,1,13,312,0,Q1,0,0,DAL,10,1,2009
215,1,42,0,0,313,0,Q1,1,12,DAL,10,1,2009
216,2,42,0,0,315,0,Q1,1,2,DAL,19,1,2009
217,3,42,0,0,317,0,Q1,1,0,DAL,17,1,2009
218,1,43,0,0,320,0,Q1,1,-1,DET,10,9,2009
219,2,43,1,5,321,0,Q1,0,0,DET,11,9,2009
220,3,43,1,7,322,0,Q1,0,0,DET,6,9,2009
221,1,43,0,0,323,0,Q1,1,11,DET,10,9,2009
222,1,43,1,6,324,0,Q1,0,0,DET,10,9,2009
223,2,43,0,0,326,0,Q1,1,3,DET,9,9,2009
224,3,43,1,13,327,0,Q1,0,0,DET,6,9,2009
225,1,43,1,0,328,0,Q1,0,0,DET,10,9,2009
226,3,43,1,18,330,0,Q1,0,0,DET,20,9,2009
227,1,43,0,0,332,0,Q1,1,3,DET,10,9,2009
228,2,43,1,6,333,0,Q1,0,0,DET,7,9,2009
229,3,43,0,0,334,0,Q1,1,0,DET,1,9,2009
230,1,44,0,0,337,0,Q1,1,-3,CAR,10,12,2009
231,2,44,0,0,338,0,Q1,1,-4,CAR,13,12,2009
232,3,44,0,0,339,0,Q1,1,18,CAR,17,12,2009
233,1,44,1,6,340,0,Q1,0,0,CAR,10,12,2009
234,3,44,0,0,342,0,Q1,1,13,CAR,10,12,2009
235,1,44,1,0,343,0,Q1,0,0,CAR,10,12,2009
236,2,44,0,0,344,0,Q1,1,3,CAR,10,12,2009
237,3,44,1,13,345,0,Q1,0,0,CAR,7,12,2009
238,1,44,0,0,346,0,Q1,1,1,CAR,10,12,2009
239,2,44,1,0,347,0,Q1,0,0,CAR,9,12,2009
240,3,44,1,0,348,0,Q1,0,0,CAR,9,12,2009
241,1,45,1,1,350,0,Q1,0,0,NO,10,15,2009
242,2,45,1,2,351,0,Q1,0,0,NO,9,15,2009
243,3,45,1,6,352,0,Q1,0,0,NO,7,15,2009
244,1,47,0,0,357,0,Q1,1,5,NYG,10,3,2009
245,2,47,0,0,358,0,Q1,1,4,NYG,5,3,2009
246,3,47,0,0,359,0,Q1,1,2,NYG,1,3,2009
247,1,47,1,13,360,0,Q1,0,0,NYG,10,3,2009
248,1,47,1,1,361,0,Q1,0,0,NYG,10,3,2009
249,2,47,0,0,362,0,Q1,1,4,NYG,9,3,2009
250,3,47,1,8,363,0,Q1,0,0,NYG,5,3,2009
251,1,47,0,0,364,0,Q1,1,11,NYG,10,3,2009
252,1,47,1,12,365,0,Q1,0,0,NYG,10,3,2009
253,1,47,0,0,366,0,Q1,1,14,NYG,10,3,2009
254,1,47,1,0,367,0,Q1,0,0,NYG,6,3,2009
255,2,47,0,0,368,0,Q1,1,6,NYG,6,3,2009
256,1,48,0,0,371,0,Q1,1,1,NYJ,10,8,2009
257,2,48,1,4,372,0,Q1,0,0,NYJ,9,8,2009
258,3,48,1,3,373,0,Q1,0,0,NYJ,5,8,2009
259,1,49,1,15,376,0,Q1,0,0,PIT,10,4,2009
260,1,49,1,15,377,0,Q1,0,0,PIT,10,4,2009
261,1,49,1,35,378,0,Q1,0,0,PIT,10,4,2009
262,1,49,0,0,379,0,Q1,1,9,PIT,10,4,2009
263,2,49,0,0,380,0,Q1,1,4,PIT,1,4,2009
264,1,49,0,0,381,0,Q1,1,1,PIT,1,4,2009
265,1,50,1,13,384,0,Q1,0,0,NO,10,13,2009
266,1,50,0,0,385,0,Q1,1,-4,NO,10,13,2009
267,2,50,1,0,386,0,Q1,0,0,NO,14,13,2009
268,3,50,1,10,387,0,Q1,0,0,NO,14,13,2009
269,1,51,1,16,390,0,Q1,0,0,NYG,10,9,2009
270,1,51,0,0,391,0,Q1,1,3,NYG,10,9,2009
271,2,51,0,0,392,0,Q1,1,15,NYG,7,9,2009
272,2,51,0,0,394,0,Q1,1,12,NYG,10,9,2009
273,1,51,0,0,395,0,Q1,1,5,NYG,10,9,2009
274,2,51,1,1,396,0,Q1,0,0,NYG,5,9,2009
275,3,51,1,7,397,0,Q1,0,0,NYG,4,9,2009
276,1,51,1,8,398,0,Q1,0,0,NYG,10,9,2009
277,2,51,0,0,399,0,Q1,1,1,NYG,2,9,2009
278,3,51,0,0,400,0,Q1,1,0,NYG,1,9,2009
279,4,51,0,0,401,0,Q1,1,-8,NYG,1,9,2009
280,1,52,1,0,403,0,Q1,0,0,NE,10,1,2009
281,2,52,0,0,404,0,Q1,1,3,NE,10,1,2009
282,3,52,1,6,405,0,Q1,0,0,NE,7,1,2009
283,4,52,0,0,406,0,Q1,1,0,NE,1,1,2009
284,1,53,1,30,408,0,Q1,0,0,CHI,10,15,2009
285,1,53,1,3,409,0,Q1,0,0,CHI,10,15,2009
286,2,53,1,0,410,0,Q1,0,0,CHI,7,15,2009
287,3,53,1,0,411,0,Q1,0,0,CHI,7,15,2009
288,1,54,1,14,413,0,Q1,0,0,MIN,10,12,2009
289,1,54,1,14,414,0,Q1,0,0,MIN,10,12,2009
290,1,54,0,0,415,0,Q1,1,3,MIN,10,12,2009
291,2,54,1,0,416,0,Q1,0,0,MIN,7,12,2009
292,3,54,1,17,417,0,Q1,0,0,MIN,7,12,2009
293,1,54,0,0,419,0,Q1,1,-8,MIN,5,12,2009
294,1,55,1,0,421,0,Q1,0,0,DET,10,15,2009
295,2,55,0,0,422,0,Q1,1,12,DET,10,15,2009
296,1,55,0,0,423,0,Q1,1,1,DET,10,15,2009
297,2,55,0,0,425,0,Q1,1,1,DET,14,15,2009
298,3,55,1,8,426,0,Q1,0,0,DET,13,15,2009
299,1,56,0,0,429,0,Q1,1,0,GB,10,4,2009
300,2,56,1,13,430,0,Q1,0,0,GB,10,4,2009
301,1,56,1,2,432,0,Q1,0,0,GB,20,4,2009
302,2,56,1,16,433,0,Q1,0,0,GB,18,4,2009
303,3,56,1,13,435,0,Q1,0,0,GB,7,4,2009
304,1,56,1,0,436,0,Q1,0,0,GB,10,4,2009
305,2,56,0,0,437,0,Q1,1,3,GB,10,4,2009
306,3,56,1,18,438,0,Q1,0,0,GB,7,4,2009
307,1,57,1,13,441,0,Q1,0,0,HOU,10,16,2009
308,1,57,1,25,442,0,Q1,0,0,HOU,10,16,2009
309,1,57,0,0,443,0,Q1,1,4,HOU,10,16,2009
310,2,57,0,0,444,0,Q1,1,2,HOU,6,16,2009
311,3,57,1,1,445,0,Q1,0,0,HOU,4,16,2009
312,1,58,1,3,448,0,Q1,0,0,IND,10,9,2009
313,2,58,1,11,449,0,Q1,0,0,IND,7,9,2009
314,1,58,1,5,450,0,Q1,0,0,IND,10,9,2009
315,2,58,1,10,451,0,Q1,0,0,IND,5,9,2009
316,1,58,1,10,452,0,Q1,0,0,IND,10,9,2009
317,1,58,0,0,453,0,Q1,1,4,IND,10,9,2009
318,2,58,1,0,454,0,Q1,0,0,IND,6,9,2009
319,3,58,1,0,455,0,Q1,0,0,IND,6,9,2009
320,4,58,1,0,457,0,Q1,0,0,IND,1,9,2009
321,1,59,1,13,459,0,Q1,0,0,DEN,10,9,2009
322,1,59,0,0,460,0,Q1,1,1,DEN,10,9,2009
323,2,59,1,14,461,0,Q1,0,0,DEN,9,9,2009
324,1,59,0,0,462,0,Q1,1,5,DEN,10,9,2009
325,2,59,1,20,463,0,Q1,0,0,DEN,5,9,2009
326,1,59,0,0,464,0,Q1,1,-3,DEN,10,9,2009
327,2,59,1,6,465,0,Q1,0,0,DEN,13,9,2009
328,3,59,1,0,466,0,Q1,0,0,DEN,7,9,2009
329,1,60,0,0,469,0,Q1,1,4,IND,10,1,2009
330,2,60,1,15,470,0,Q1,0,0,IND,6,1,2009
331,1,60,1,16,471,0,Q1,0,0,IND,10,1,2009
332,1,60,0,0,472,0,Q1,1,0,IND,10,1,2009
333,2,60,1,4,473,0,Q1,0,0,IND,10,1,2009
334,1,60,1,6,474,0,Q1,0,0,IND,10,1,2009
335,2,60,0,0,475,0,Q1,1,3,IND,4,1,2009
336,3,60,0,0,476,0,Q1,1,13,IND,1,1,2009
337,1,60,1,0,477,0,Q1,0,0,IND,4,1,2009
338,2,60,1,0,478,0,Q1,0,0,IND,4,1,2009
339,1,61,0,0,480,0,Q1,1,-3,NYG,10,16,2009
340,2,61,0,0,481,0,Q1,1,9,NYG,13,16,2009
341,3,61,1,9,482,0,Q1,0,0,NYG,4,16,2009
342,1,61,1,17,483,0,Q1,0,0,NYG,10,16,2009
343,1,61,1,3,484,0,Q1,0,0,NYG,10,16,2009
344,2,61,1,3,485,0,Q1,0,0,NYG,7,16,2009
345,3,61,1,5,486,0,Q1,0,0,NYG,4,16,2009
346,1,61,1,5,487,0,Q1,0,0,NYG,10,16,2009
347,2,61,0,0,488,0,Q1,1,3,NYG,5,16,2009
348,3,61,0,0,489,0,Q1,1,3,NYG,2,16,2009
349,1,61,1,6,492,0,Q1,0,0,NYG,20,16,2009
350,2,61,1,0,493,0,Q1,0,0,NYG,14,16,2009
351,3,61,1,13,494,0,Q1,0,0,NYG,14,16,2009
352,1,62,0,0,496,0,Q1,1,7,DAL,10,5,2009
353,2,62,1,8,497,0,Q1,0,0,DAL,3,5,2009
354,1,62,1,8,498,0,Q1,0,0,DAL,10,5,2009
355,2,62,0,0,499,0,Q1,1,2,DAL,2,5,2009
356,1,62,0,0,501,0,Q1,1,-4,DAL,10,5,2009
357,2,62,1,6,503,0,Q1,0,0,DAL,19,5,2009
358,3,62,1,10,504,0,Q1,0,0,DAL,13,5,2009
359,1,63,1,7,507,0,Q1,0,0,NE,10,16,2009
360,2,63,0,0,508,0,Q1,1,2,NE,3,16,2009
361,3,63,0,0,509,0,Q1,1,9,NE,1,16,2009
362,1,63,0,0,510,0,Q1,1,18,NE,10,16,2009
363,1,63,1,6,511,0,Q1,0,0,NE,10,16,2009
364,2,63,1,15,512,0,Q1,0,0,NE,4,16,2009
365,1,63,0,0,513,0,Q1,1,9,NE,10,16,2009
366,2,63,0,0,514,0,Q1,1,2,NE,1,16,2009
367,1,63,1,14,515,0,Q1,0,0,NE,10,16,2009
368,1,63,0,0,516,0,Q1,1,0,NE,1,16,2009
369,1,64,1,23,518,0,Q1,0,0,ARI,10,7,2009
370,1,64,0,0,519,0,Q1,1,6,ARI,10,7,2009
371,2,64,1,10,520,0,Q1,0,0,ARI,4,7,2009
372,1,64,0,0,521,0,Q1,1,0,ARI,10,7,2009
373,1,65,0,0,523,0,Q1,1,4,TB,10,16,2009
374,2,65,0,0,524,0,Q1,1,5,TB,6,16,2009
375,3,65,0,0,526,0,Q1,1,5,TB,1,16,2009
376,1,65,1,10,527,0,Q1,0,0,TB,10,16,2009
377,1,65,0,0,528,0,Q1,1,0,TB,10,16,2009
378,2,65,1,0,529,0,Q1,0,0,TB,10,16,2009
379,3,65,1,0,531,0,Q1,0,0,TB,15,16,2009
380,1,66,0,0,534,0,Q1,1,-6,CAR,10,5,2009
381,1,67,0,0,536,0,Q1,1,4,NO,10,3,2009
382,2,67,1,0,537,0,Q1,0,0,NO,6,3,2009
383,3,67,1,12,538,0,Q1,0,0,NO,6,3,2009
384,1,67,1,32,539,0,Q1,0,0,NO,10,3,2009
385,1,67,0,0,540,0,Q1,1,2,NO,10,3,2009
386,2,67,1,20,541,0,Q1,0,0,NO,8,3,2009
387,1,67,0,0,542,0,Q1,1,3,NO,10,3,2009
388,2,67,0,0,543,0,Q1,1,3,NO,7,3,2009
389,3,67,1,5,544,0,Q1,0,0,NO,4,3,2009
390,1,67,0,0,545,0,Q1,1,1,NO,1,3,2009
391,1,68,1,2,548,0,Q1,0,0,CHI,10,10,2009
392,2,68,1,0,549,0,Q1,0,0,CHI,8,10,2009
393,3,68,1,2,550,0,Q1,0,0,CHI,8,10,2009
394,1,69,0,0,553,0,Q1,1,12,DEN,10,5,2009
395,1,69,1,2,554,0,Q1,0,0,DEN,10,5,2009
396,2,69,1,13,555,0,Q1,0,0,DEN,8,5,2009
397,1,69,0,0,556,0,Q1,1,5,DEN,10,5,2009
398,2,69,1,14,557,0,Q1,0,0,DEN,5,5,2009
399,1,69,0,0,558,0,Q1,1,5,DEN,10,5,2009
400,2,69,0,0,560,0,Q1,1,-1,DEN,5,5,2009
401,3,69,1,0,561,0,Q1,0,0,DEN,6,5,2009
402,1,70,0,0,564,0,Q1,1,4,OAK,10,16,2009
403,2,70,1,0,565,0,Q1,0,0,OAK,6,16,2009
404,1,71,1,0,567,0,Q1,0,0,CAR,10,10,2009
405,2,71,0,0,568,0,Q1,1,2,CAR,10,10,2009
406,3,71,1,7,569,0,Q1,0,0,CAR,8,10,2009
407,1,72,1,6,572,0,Q1,0,0,NYG,10,12,2009
408,2,72,0,0,574,0,Q1,1,-2,NYG,4,12,2009
409,3,72,1,8,575,0,Q1,0,0,NYG,6,12,2009
410,1,72,0,0,576,0,Q1,1,3,NYG,10,12,2009
411,2,72,1,0,577,0,Q1,0,0,NYG,7,12,2009
412,3,72,1,5,578,0,Q1,0,0,NYG,7,12,2009
413,1,73,0,0,581,0,Q1,1,0,DEN,10,16,2009
414,2,73,1,0,582,0,Q1,0,0,DEN,10,16,2009
415,3,73,1,0,584,0,Q1,0,0,DEN,10,16,2009
416,1,74,0,0,587,0,Q1,1,2,HOU,10,7,2009
417,2,74,1,3,588,0,Q1,0,0,HOU,8,7,2009
418,3,74,0,0,589,0,Q1,1,4,HOU,5,7,2009
419,1,75,0,0,592,0,Q1,1,3,TB,10,10,2009
420,1,75,0,0,594,0,Q1,1,3,TB,10,10,2009
421,2,75,0,0,595,0,Q1,1,1,TB,7,10,2009
422,3,75,0,0,597,0,Q1,1,7,TB,11,10,2009
423,2,76,1,2,601,0,Q1,0,0,DEN,18,8,2009
424,3,76,1,5,602,0,Q1,0,0,DEN,16,8,2009
425,1,77,1,0,605,0,Q1,0,0,PIT,10,16,2009
426,2,77,1,13,606,0,Q1,0,0,PIT,10,16,2009
