,down,drive,pass att,pass yds,play,ptdiff,quarter,rush att,rush yds,team,togo,week,year
3684,3,646,1,2,5008,-3,Q1,0,0,NE,5,3,2009
3685,1,647,0,0,5010,0,Q1,1,4,MIA,10,14,2009
3686,2,647,0,0,5011,0,Q1,1,16,MIA,6,14,2009
3687,1,647,0,0,5012,0,Q1,1,3,MIA,10,14,2009
3688,2,647,0,0,5013,0,Q1,1,2,MIA,7,14,2009
3689,3,647,1,15,5014,0,Q1,0,0,MIA,5,14,2009
3690,1,647,1,1,5015,0,Q1,0,0,MIA,10,14,2009
3691,2,647,0,0,5016,0,Q1,1,6,MIA,9,14,2009
3692,3,647,1,2,5017,0,Q1,0,0,MIA,3,14,2009
3693,4,647,0,0,5018,0,Q1,1,4,MIA,1,14,2009
3694,1,647,0,0,5019,0,Q1,1,4,MIA,10,14,2009
3695,2,647,0,0,5020,0,Q1,1,5,MIA,6,14,2009
3696,3,647,1,4,5021,0,Q1,0,0,MIA,1,14,2009
3697,1,647,0,0,5022,0,Q1,1,1,MIA,1,14,2009
3698,1,648,0,0,5025,-7,Q1,1,1,WAS,10,9,2009
3699,2,648,0,0,5026,-7,Q1,1,0,WAS,9,9,2009
3700,1,649,1,0,5029,0,Q1,0,0,PHI,10,3,2009
3701,2,649,1,4,5030,0,Q1,0,0,PHI,10,3,2009
3702,3,649,1,10,5031,0,Q1,0,0,PHI,6,3,2009
3703,1,649,0,0,5032,0,Q1,1,7,PHI,10,3,2009
3704,2,649,0,0,5033,0,Q1,1,8,PHI,3,3,2009
3705,1,649,0,0,5034,0,Q1,1,14,PHI,10,3,2009
3706,1,649,1,0,5036,0,Q1,0,0,PHI,5,3,2009
3707,2,649,0,0,5037,0,Q1,1,5,PHI,5,3,2009
3708,1,650,1,2,5040,-3,Q1,0,0,DET,10,10,2009
3709,2,650,0,0,5041,-3,Q1,1,12,DET,8,10,2009
3710,1,650,1,0,5042,-3,Q1,0,0,DET,10,10,2009
3711,2,650,0,0,5043,-3,Q1,1,7,DET,10,10,2009
3712,3,650,1,7,5044,-3,Q1,0,0,DET,3,10,2009
3713,1,650,1,0,5045,-3,Q1,0,0,DET,10,10,2009
3714,2,650,1,0,5046,-3,Q1,0,0,DET,10,10,2009
3715,3,650,1,6,5047,-3,Q1,0,0,DET,10,10,2009
3716,1,650,0,0,5049,-3,Q1,1,-3,DET,10,10,2009
3717,2,650,0,0,5050,-3,Q1,1,1,DET,13,10,2009
3718,3,650,0,0,5051,-3,Q1,1,7,DET,12,10,2009
3719,1,651,1,2,5054,-7,Q1,0,0,BAL,10,2,2009
3720,2,651,1,11,5055,-7,Q1,0,0,BAL,8,2,2009
3721,1,651,1,21,5056,-7,Q1,0,0,BAL,10,2,2009
3722,1,651,0,0,5057,-7,Q1,1,13,BAL,10,2,2009
3723,1,651,0,0,5058,-7,Q1,1,3,BAL,10,2,2009
3724,2,651,0,0,5059,-7,Q1,1,6,BAL,7,2,2009
3725,3,651,1,3,5060,-7,Q1,0,0,BAL,1,2,2009
3726,1,651,0,0,5062,-7,Q1,1,4,BAL,9,2,2009
3727,2,651,0,0,5063,-7,Q1,1,5,BAL,5,2,2009
3728,1,652,1,5,5065,7,Q1,0,0,PHI,10,5,2009
3729,2,652,1,0,5066,7,Q1,0,0,PHI,5,5,2009
3730,1,653,1,6,5069,0,Q1,0,0,BUF,10,12,2009
3731,2,653,1,8,5070,0,Q1,0,0,BUF,4,12,2009
3732,1,653,1,0,5071,0,Q1,0,0,BUF,10,12,2009
3733,2,653,0,0,5072,0,Q1,1,8,BUF,10,12,2009
3734,3,653,1,9,5075,0,Q1,0,0,BUF,2,12,2009
3735,2,653,1,32,5077,0,Q1,0,0,BUF,22,12,2009
3736,1,653,0,0,5078,0,Q1,1,1,BUF,10,12,2009
3737,2,653,0,0,5080,0,Q1,1,2,BUF,19,12,2009
3738,3,653,1,10,5081,0,Q1,0,0,BUF,17,12,2009
3739,1,654,0,0,5083,-3,Q1,1,4,DEN,9,2,2009
3740,2,654,0,0,5084,-3,Q1,1,3,DEN,5,2,2009
3741,3,654,1,2,5086,-3,Q1,0,0,DEN,2,2,2009
3742,1,655,0,0,5089,-10,Q1,1,-1,SEA,10,14,2009
3743,2,655,1,5,5090,-10,Q1,0,0,SEA,11,14,2009
3744,3,655,1,0,5091,-10,Q1,0,0,SEA,6,14,2009
3745,1,656,1,59,5094,0,Q1,0,0,CLE,10,11,2009
3746,1,657,1,4,5096,0,Q1,0,0,DEN,10,16,2009
3747,2,657,0,0,5097,0,Q1,1,2,DEN,6,16,2009
3748,1,658,1,14,5101,0,Q1,0,0,ARI,10,9,2009
3749,1,658,0,0,5102,0,Q1,1,13,ARI,10,9,2009
3750,1,658,1,11,5103,0,Q1,0,0,ARI,10,9,2009
3751,1,658,0,0,5104,0,Q1,1,3,ARI,10,9,2009
3752,2,658,1,11,5105,0,Q1,0,0,ARI,7,9,2009
3753,1,658,0,0,5106,0,Q1,1,11,ARI,10,9,2009
3754,1,658,0,0,5107,0,Q1,1,5,ARI,10,9,2009
3755,2,658,1,0,5108,0,Q1,0,0,ARI,5,9,2009
3756,3,658,1,6,5109,0,Q1,0,0,ARI,5,9,2009
3757,1,659,1,18,5111,0,Q1,0,0,CIN,10,6,2009
3758,1,659,1,9,5112,0,Q1,0,0,CIN,10,6,2009
3759,2,659,1,12,5115,0,Q1,0,0,CIN,21,6,2009
3760,3,659,1,0,5116,0,Q1,0,0,CIN,9,6,2009
3761,1,660,0,0,5118,0,Q1,1,22,OAK,10,12,2009
3762,1,660,0,0,5120,0,Q1,1,12,OAK,20,12,2009
3763,2,660,0,0,5121,0,Q1,1,4,OAK,8,12,2009
3764,3,660,1,0,5122,0,Q1,0,0,OAK,4,12,2009
3765,1,661,0,0,5126,-7,Q1,1,5,TEN,15,10,2009
3766,2,661,1,4,5127,-7,Q1,0,0,TEN,10,10,2009
3767,3,661,1,9,5128,-7,Q1,0,0,TEN,6,10,2009
3768,1,661,0,0,5129,-7,Q1,1,2,TEN,10,10,2009
3769,2,661,1,0,5130,-7,Q1,0,0,TEN,8,10,2009
3770,3,661,1,19,5131,-7,Q1,0,0,TEN,8,10,2009
3771,1,661,0,0,5132,-7,Q1,1,1,TEN,10,10,2009
3772,2,661,1,17,5133,-7,Q1,0,0,TEN,9,10,2009
3773,1,661,0,0,5134,-7,Q1,1,28,TEN,10,10,2009
3774,1,662,0,0,5137,-7,Q1,1,4,DEN,10,14,2009
3775,2,662,1,4,5138,-7,Q1,0,0,DEN,6,14,2009
3776,3,662,0,0,5139,-7,Q1,1,-1,DEN,2,14,2009
3777,1,663,0,0,5141,-7,Q1,1,4,NO,10,17,2009
3778,1,663,0,0,5143,-7,Q1,1,17,NO,10,17,2009
3779,1,663,1,4,5144,-7,Q1,0,0,NO,10,17,2009
3780,2,663,1,10,5145,-7,Q1,0,0,NO,6,17,2009
3781,1,663,0,0,5146,-7,Q1,1,4,NO,10,17,2009
3782,2,663,0,0,5147,-7,Q1,1,-5,NO,6,17,2009
3783,3,663,0,0,5148,-7,Q1,1,0,NO,11,17,2009
3784,1,664,1,14,5151,-3,Q1,0,0,PIT,10,5,2009
3785,1,664,1,9,5152,-3,Q1,0,0,PIT,10,5,2009
3786,2,664,0,0,5153,-3,Q1,1,27,PIT,1,5,2009
3787,1,664,1,0,5154,-3,Q1,0,0,PIT,10,5,2009
3788,2,664,1,21,5155,-3,Q1,0,0,PIT,10,5,2009
3789,1,664,0,0,5156,-3,Q1,1,7,PIT,7,5,2009
3790,1,665,0,0,5158,3,Q1,1,0,BUF,10,13,2009
3791,2,665,0,0,5159,3,Q1,1,5,BUF,10,13,2009
3792,3,665,1,0,5160,3,Q1,0,0,BUF,5,13,2009
3793,1,666,1,7,5162,7,Q1,0,0,DAL,10,17,2009
3794,2,666,0,0,5163,7,Q1,1,11,DAL,3,17,2009
3795,1,666,0,0,5164,7,Q1,1,8,DAL,10,17,2009
3796,2,666,1,3,5165,7,Q1,0,0,DAL,2,17,2009
3797,1,666,0,0,5167,7,Q1,1,6,DAL,15,17,2009
3798,2,666,0,0,5168,7,Q1,1,4,DAL,9,17,2009
3799,3,666,1,12,5169,7,Q1,0,0,DAL,5,17,2009
3800,1,666,0,0,5170,7,Q1,1,3,DAL,10,17,2009
3801,2,666,1,11,5171,7,Q1,0,0,DAL,7,17,2009
3802,1,666,0,0,5172,7,Q1,1,2,DAL,9,17,2009
3803,2,666,1,0,5173,7,Q1,0,0,DAL,7,17,2009
3804,3,666,1,0,5174,7,Q1,0,0,DAL,7,17,2009
3805,1,667,0,0,5175,0,Q1,1,1,NYG,10,11,2009
3806,2,667,0,0,5176,0,Q1,1,2,NYG,9,11,2009
3807,3,667,1,16,5177,0,Q1,0,0,NYG,7,11,2009
3808,1,667,1,0,5178,0,Q1,0,0,NYG,10,11,2009
3809,2,667,0,0,5179,0,Q1,1,-2,NYG,10,11,2009
3810,3,667,1,16,5180,0,Q1,0,0,NYG,12,11,2009
3811,1,667,0,0,5182,0,Q1,1,7,NYG,5,11,2009
3812,1,667,1,11,5183,0,Q1,0,0,NYG,10,11,2009
3813,1,667,0,0,5184,0,Q1,1,6,NYG,10,11,2009
3814,2,667,1,0,5185,0,Q1,0,0,NYG,4,11,2009
3815,3,667,0,0,5186,0,Q1,1,2,NYG,4,11,2009
3816,2,668,1,0,5190,0,Q1,0,0,NO,19,2,2009
3817,3,668,1,15,5191,0,Q1,0,0,NO,19,2,2009
3818,1,669,1,0,5193,3,Q1,0,0,CHI,10,17,2009
3819,2,669,0,0,5194,3,Q1,1,-1,CHI,10,17,2009
3820,3,669,1,0,5195,3,Q1,0,0,CHI,11,17,2009
3821,1,670,0,0,5197,0,Q1,1,6,IND,10,5,2009
3822,1,670,1,0,5199,0,Q1,0,0,IND,10,5,2009
3823,2,670,1,0,5200,0,Q1,0,0,IND,10,5,2009
3824,3,670,1,9,5201,0,Q1,0,0,IND,10,5,2009
3825,4,670,1,3,5202,0,Q1,0,0,IND,1,5,2009
3826,1,671,0,0,5204,0,Q1,1,1,ARI,10,14,2009
3827,2,671,1,0,5205,0,Q1,0,0,ARI,9,14,2009
3828,3,671,1,0,5206,0,Q1,0,0,ARI,9,14,2009
3829,1,672,0,0,5208,0,Q1,1,3,NYG,10,13,2009
3830,2,672,0,0,5209,0,Q1,1,8,NYG,7,13,2009
3831,1,672,0,0,5210,0,Q1,1,3,NYG,10,13,2009
3832,2,672,1,0,5211,0,Q1,0,0,NYG,7,13,2009
3833,3,672,1,16,5212,0,Q1,0,0,NYG,7,13,2009
3834,1,672,1,0,5213,0,Q1,0,0,NYG,10,13,2009
3835,2,672,0,0,5214,0,Q1,1,-2,NYG,10,13,2009
3836,3,672,1,0,5215,0,Q1,0,0,NYG,12,13,2009
3837,1,673,1,7,5217,0,Q1,0,0,BAL,10,8,2009
3838,2,673,0,0,5218,0,Q1,1,2,BAL,3,8,2009
3839,3,673,0,0,5219,0,Q1,1,1,BAL,1,8,2009
3840,1,673,1,2,5220,0,Q1,0,0,BAL,10,8,2009
3841,2,673,1,7,5221,0,Q1,0,0,BAL,8,8,2009
3842,3,673,0,0,5222,0,Q1,1,2,BAL,1,8,2009
3843,1,673,0,0,5223,0,Q1,1,3,BAL,10,8,2009
3844,2,673,1,0,5224,0,Q1,0,0,BAL,7,8,2009
3845,3,673,1,0,5225,0,Q1,0,0,BAL,7,8,2009
3846,1,674,1,4,5227,7,Q1,0,0,NE,10,7,2009
3847,2,674,0,0,5228,7,Q1,1,2,NE,6,7,2009
3848,3,674,1,2,5229,7,Q1,0,0,NE,4,7,2009
3849,1,675,0,0,5232,-3,Q1,1,4,DAL,10,2,2009
3850,2,675,1,3,5233,-3,Q1,0,0,DAL,6,2,2009
3851,3,675,1,3,5234,-3,Q1,0,0,DAL,3,2,2009
3852,1,675,1,8,5235,-3,Q1,0,0,DAL,10,2,2009
3853,2,675,0,0,5236,-3,Q1,1,-1,DAL,2,2,2009
3854,3,675,0,0,5237,-3,Q1,1,5,DAL,3,2,2009
3855,1,675,0,0,5238,-3,Q1,1,27,DAL,10,2,2009
3856,1,675,1,11,5239,-3,Q1,0,0,DAL,10,2,2009
3857,1,675,0,0,5240,-3,Q1,1,2,DAL,2,2,2009
3858,1,676,0,0,5242,0,Q1,1,4,OAK,10,17,2009
3859,2,676,0,0,5243,0,Q1,1,-1,OAK,6,17,2009
3860,3,676,1,2,5244,0,Q1,0,0,OAK,7,17,2009
3861,1,677,0,0,5247,-7,Q1,1,2,DET,10,11,2009
3862,2,677,0,0,5248,-7,Q1,1,4,DET,8,11,2009
3863,3,677,1,0,5249,-7,Q1,0,0,DET,4,11,2009
3864,1,678,0,0,5252,4,Q1,1,6,WAS,10,12,2009
3865,2,678,0,0,5253,4,Q1,1,6,WAS,4,12,2009
3866,1,678,1,0,5254,4,Q1,0,0,WAS,10,12,2009
3867,2,678,1,5,5255,4,Q1,0,0,WAS,10,12,2009
3868,3,678,1,0,5257,4,Q1,0,0,WAS,10,12,2009
3869,1,679,0,0,5260,-7,Q1,1,-2,BAL,10,9,2009
3870,1,679,1,0,5262,-7,Q1,0,0,BAL,10,9,2009
3871,2,679,0,0,5263,-7,Q1,1,7,BAL,10,9,2009
3872,3,679,1,0,5264,-7,Q1,0,0,BAL,3,9,2009
3873,1,680,1,11,5267,0,Q1,0,0,DET,10,4,2009
3874,1,680,0,0,5269,0,Q1,1,13,DET,25,4,2009
3875,2,680,1,14,5270,0,Q1,0,0,DET,12,4,2009
3876,1,680,0,0,5271,0,Q1,1,12,DET,10,4,2009
3877,1,680,1,0,5272,0,Q1,0,0,DET,10,4,2009
3878,2,680,1,0,5273,0,Q1,0,0,DET,10,4,2009
3879,3,680,1,23,5274,0,Q1,0,0,DET,10,4,2009
3880,1,680,1,0,5275,0,Q1,0,0,DET,10,4,2009
3881,2,680,1,0,5276,0,Q1,0,0,DET,10,4,2009
3882,3,680,1,14,5277,0,Q1,0,0,DET,10,4,2009
3883,1,681,0,0,5279,0,Q1,1,3,GB,10,16,2009
3884,2,681,1,16,5280,0,Q1,0,0,GB,7,16,2009
3885,1,681,0,0,5281,0,Q1,1,3,GB,10,16,2009
3886,2,681,1,13,5282,0,Q1,0,0,GB,7,16,2009
3887,1,682,0,0,5285,-7,Q1,1,2,STL,10,7,2009
3888,2,682,1,13,5286,-7,Q1,0,0,STL,8,7,2009
3889,1,682,0,0,5287,-7,Q1,1,2,STL,10,7,2009
3890,2,682,1,50,5288,-7,Q1,0,0,STL,8,7,2009
3891,1,682,0,0,5289,-7,Q1,1,2,STL,10,7,2009
3892,2,682,1,0,5290,-7,Q1,0,0,STL,8,7,2009
3893,3,682,1,0,5291,-7,Q1,0,0,STL,8,7,2009
3894,1,683,0,0,5294,-7,Q1,1,1,CAR,10,12,2009
3895,2,683,0,0,5295,-7,Q1,1,1,CAR,9,12,2009
3896,3,683,1,2,5296,-7,Q1,0,0,CAR,8,12,2009
3897,1,684,1,10,5298,3,Q1,0,0,BAL,10,1,2009
3898,1,684,1,13,5299,3,Q1,0,0,BAL,10,1,2009
3899,1,684,0,0,5300,3,Q1,1,4,BAL,10,1,2009
3900,2,684,0,0,5301,3,Q1,1,4,BAL,6,1,2009
3901,3,684,1,12,5302,3,Q1,0,0,BAL,2,1,2009
3902,1,684,0,0,5303,3,Q1,1,6,BAL,10,1,2009
3903,2,684,0,0,5304,3,Q1,1,6,BAL,4,1,2009
3904,1,684,1,2,5305,3,Q1,0,0,BAL,10,1,2009
3905,2,684,1,0,5306,3,Q1,0,0,BAL,8,1,2009
3906,3,684,1,14,5307,3,Q1,0,0,BAL,8,1,2009
3907,1,684,0,0,5308,3,Q1,1,5,BAL,9,1,2009
3908,2,684,0,0,5309,3,Q1,1,1,BAL,4,1,2009
3909,3,684,1,3,5310,3,Q1,0,0,BAL,3,1,2009
3910,1,685,0,0,5312,0,Q1,1,2,DEN,10,12,2009
3911,2,685,1,28,5313,0,Q1,0,0,DEN,8,12,2009
3912,1,685,0,0,5314,0,Q1,1,5,DEN,10,12,2009
3913,2,685,0,0,5315,0,Q1,1,7,DEN,5,12,2009
3914,1,685,1,13,5316,0,Q1,0,0,DEN,10,12,2009
3915,1,685,0,0,5317,0,Q1,1,5,DEN,10,12,2009
3916,2,685,1,17,5319,0,Q1,0,0,DEN,15,12,2009
3917,1,685,0,0,5320,0,Q1,1,4,DEN,10,12,2009
3918,2,685,0,0,5321,0,Q1,1,6,DEN,6,12,2009
3919,1,685,1,0,5322,0,Q1,0,0,DEN,7,12,2009
3920,2,685,0,0,5323,0,Q1,1,-1,DEN,7,12,2009
3921,3,685,1,0,5324,0,Q1,0,0,DEN,8,12,2009
3922,1,686,0,0,5326,0,Q1,1,2,NYJ,10,2,2009
3923,1,687,0,0,5327,0,Q1,1,2,TB,10,15,2009
3924,2,687,1,0,5328,0,Q1,0,0,TB,8,15,2009
3925,3,687,1,0,5329,0,Q1,0,0,TB,8,15,2009
3926,1,688,0,0,5332,0,Q1,1,5,GB,10,9,2009
3927,2,688,0,0,5333,0,Q1,1,20,GB,5,9,2009
3928,1,688,0,0,5334,0,Q1,1,6,GB,10,9,2009
3929,2,688,1,11,5335,0,Q1,0,0,GB,4,9,2009
3930,1,688,0,0,5336,0,Q1,1,1,GB,10,9,2009
3931,2,688,1,10,5337,0,Q1,0,0,GB,9,9,2009
3932,1,688,0,0,5338,0,Q1,1,1,GB,10,9,2009
3933,2,688,1,0,5339,0,Q1,0,0,GB,9,9,2009
3934,3,688,1,10,5340,0,Q1,0,0,GB,9,9,2009
3935,1,688,0,0,5341,0,Q1,1,3,GB,5,9,2009
3936,2,688,0,0,5342,0,Q1,1,2,GB,2,9,2009
3937,1,689,1,3,5345,-7,Q1,0,0,ARI,10,17,2009
3938,2,689,1,13,5346,-7,Q1,0,0,ARI,7,17,2009
3939,1,689,1,0,5347,-7,Q1,0,0,ARI,10,17,2009
3940,2,689,0,0,5348,-7,Q1,1,0,ARI,10,17,2009
3941,3,689,1,4,5349,-7,Q1,0,0,ARI,10,17,2009
3942,1,690,0,0,5351,3,Q1,1,11,STL,10,11,2009
3943,1,690,0,0,5352,3,Q1,1,5,STL,10,11,2009
3944,2,690,1,6,5353,3,Q1,0,0,STL,5,11,2009
3945,1,690,1,0,5354,3,Q1,0,0,STL,10,11,2009
3946,3,690,0,0,5356,3,Q1,1,12,STL,20,11,2009
3947,1,691,0,0,5358,-7,Q1,1,4,OAK,10,7,2009
3948,2,691,1,-1,5359,-7,Q1,0,0,OAK,6,7,2009
3949,3,691,1,7,5360,-7,Q1,0,0,OAK,7,7,2009
3950,1,691,1,24,5361,-7,Q1,0,0,OAK,10,7,2009
3951,1,691,0,0,5362,-7,Q1,1,2,OAK,10,7,2009
3952,2,691,1,0,5363,-7,Q1,0,0,OAK,8,7,2009
3953,1,692,0,0,5365,0,Q1,1,12,IND,10,2,2009
3954,1,692,0,0,5366,0,Q1,1,3,IND,10,2,2009
3955,2,692,1,8,5367,0,Q1,0,0,IND,7,2,2009
3956,1,692,0,0,5368,0,Q1,1,1,IND,10,2,2009
3957,2,692,1,0,5369,0,Q1,0,0,IND,9,2,2009
3958,3,692,1,0,5370,0,Q1,0,0,IND,9,2,2009
3959,1,693,0,0,5372,0,Q1,1,17,NYG,10,7,2009
3960,1,693,1,6,5373,0,Q1,0,0,NYG,10,7,2009
3961,2,693,1,0,5374,0,Q1,0,0,NYG,4,7,2009
3962,1,694,1,7,5375,0,Q1,0,0,MIA,10,4,2009
3963,2,694,0,0,5376,0,Q1,1,2,MIA,3,4,2009
3964,3,694,0,0,5377,0,Q1,1,4,MIA,1,4,2009
3965,1,694,0,0,5378,0,Q1,1,1,MIA,10,4,2009
3966,2,694,1,0,5379,0,Q1,0,0,MIA,9,4,2009
3967,3,694,1,0,5380,0,Q1,0,0,MIA,9,4,2009
3968,1,695,0,0,5382,0,Q1,1,5,DEN,10,1,2009
3969,2,695,0,0,5383,0,Q1,1,0,DEN,5,1,2009
3970,3,695,1,0,5384,0,Q1,0,0,DEN,5,1,2009
3971,1,696,1,4,5387,-3,Q1,0,0,OAK,10,15,2009
3972,2,696,0,0,5388,-3,Q1,1,3,OAK,6,15,2009
3973,3,696,1,0,5389,-3,Q1,0,0,OAK,3,15,2009
3974,1,697,0,0,5390,8,Q1,1,8,KC,10,11,2009
3975,2,697,0,0,5391,8,Q1,1,1,KC,2,11,2009
3976,3,697,0,0,5392,8,Q1,1,0,KC,1,11,2009
3977,1,698,1,0,5395,-3,Q1,0,0,BAL,10,13,2009
3978,2,698,0,0,5396,-3,Q1,1,4,BAL,10,13,2009
3979,3,698,1,7,5397,-3,Q1,0,0,BAL,6,13,2009
3980,1,698,0,0,5398,-3,Q1,1,10,BAL,10,13,2009
3981,1,698,0,0,5399,-3,Q1,1,4,BAL,10,13,2009
3982,2,698,0,0,5400,-3,Q1,1,5,BAL,6,13,2009
3983,3,698,1,23,5401,-3,Q1,0,0,BAL,1,13,2009
3984,1,698,0,0,5402,-3,Q1,1,0,BAL,10,13,2009
3985,1,699,0,0,5403,0,Q1,1,2,CHI,10,12,2009
3986,2,699,0,0,5404,0,Q1,1,7,CHI,8,12,2009
3987,3,699,0,0,5405,0,Q1,1,0,CHI,1,12,2009
3988,1,700,0,0,5408,-7,Q1,1,3,SF,10,3,2009
3989,2,700,1,6,5409,-7,Q1,0,0,SF,7,3,2009
3990,3,700,0,0,5410,-7,Q1,1,-1,SF,1,3,2009
3991,1,701,0,0,5413,-7,Q1,1,4,SD,10,13,2009
3992,2,701,0,0,5414,-7,Q1,1,2,SD,6,13,2009
3993,3,701,1,8,5415,-7,Q1,0,0,SD,4,13,2009
3994,1,701,0,0,5416,-7,Q1,1,0,SD,10,13,2009
3995,2,701,1,0,5417,-7,Q1,0,0,SD,10,13,2009
3996,3,701,1,22,5418,-7,Q1,0,0,SD,10,13,2009
3997,1,701,1,9,5419,-7,Q1,0,0,SD,10,13,2009
3998,2,701,0,0,5420,-7,Q1,1,9,SD,1,13,2009
3999,1,701,1,0,5421,-7,Q1,0,0,SD,10,13,2009
4000,2,701,0,0,5422,-7,Q1,1,1,SD,10,13,2009
4001,3,701,1,0,5423,-7,Q1,0,0,SD,9,13,2009
4002,1,702,0,0,5425,0,Q1,1,2,WAS,10,6,2009
4003,2,702,1,0,5426,0,Q1,0,0,WAS,8,6,2009
4004,3,702,2,-18,5427,0,Q1,0,0,WAS,8,6,2009
4005,1,703,1,-2,5430,-3,Q1,0,0,SD,10,14,2009
4006,2,703,0,0,5431,-3,Q1,1,0,SD,12,14,2009
4007,3,703,1,24,5432,-3,Q1,0,0,SD,12,14,2009
4008,1,703,1,21,5433,-3,Q1,0,0,SD,10,14,2009
4009,1,703,0,0,5434,-3,Q1,1,1,SD,10,14,2009
4010,1,703,0,0,5436,-3,Q1,1,1,SD,2,14,2009
4011,2,703,0,0,5437,-3,Q1,1,1,SD,1,14,2009
4012,1,704,1,0,5440,0,Q1,0,0,NE,20,2,2009
4013,2,704,1,10,5442,0,Q1,0,0,NE,30,2,2009
4014,3,704,1,0,5443,0,Q1,0,0,NE,20,2,2009
4015,1,705,0,0,5446,0,Q1,1,3,PIT,10,13,2009
4016,2,705,0,0,5447,0,Q1,1,-4,PIT,7,13,2009
4017,3,705,1,0,5448,0,Q1,0,0,PIT,11,13,2009
4018,1,706,1,18,5451,-3,Q1,0,0,TEN,10,9,2009
4019,1,706,0,0,5452,-3,Q1,1,5,TEN,10,9,2009
4020,2,706,1,49,5453,-3,Q1,0,0,TEN,5,9,2009
4021,1,706,0,0,5454,-3,Q1,1,-1,TEN,8,9,2009
4022,2,706,1,6,5455,-3,Q1,0,0,TEN,9,9,2009
4023,3,706,1,0,5456,-3,Q1,0,0,TEN,3,9,2009
4024,1,707,0,0,5458,0,Q1,1,1,NYJ,10,1,2009
4025,1,707,0,0,5460,0,Q1,1,-1,NYJ,10,1,2009
4026,2,707,0,0,5461,0,Q1,1,1,NYJ,11,1,2009
4027,3,707,1,11,5462,0,Q1,0,0,NYJ,10,1,2009
4028,1,707,1,0,5463,0,Q1,0,0,NYJ,10,1,2009
4029,2,707,1,0,5464,0,Q1,0,0,NYJ,10,1,2009
4030,3,707,1,18,5465,0,Q1,0,0,NYJ,10,1,2009
4031,1,707,1,0,5466,0,Q1,0,0,NYJ,10,1,2009
4032,2,707,0,0,5467,0,Q1,1,8,NYJ,10,1,2009
4033,3,707,1,10,5469,0,Q1,0,0,NYJ,7,1,2009
4034,1,707,0,0,5470,0,Q1,1,0,NYJ,10,1,2009
4035,2,707,1,14,5471,0,Q1,0,0,NYJ,9,1,2009
4036,1,707,0,0,5472,0,Q1,1,2,NYJ,10,1,2009
4037,2,707,0,0,5473,0,Q1,1,3,NYJ,8,1,2009
4038,3,707,1,0,5475,0,Q1,0,0,NYJ,5,1,2009
4039,1,708,1,18,5478,-7,Q1,0,0,WAS,10,16,2009
4040,1,708,1,5,5480,-7,Q1,0,0,WAS,20,16,2009
4041,2,708,1,0,5481,-7,Q1,0,0,WAS,15,16,2009
4042,1,709,0,0,5485,-7,Q1,1,3,HOU,10,2,2009
4043,2,709,1,0,5486,-7,Q1,0,0,HOU,7,2,2009
4044,3,709,1,10,5487,-7,Q1,0,0,HOU,7,2,2009
4045,1,709,0,0,5488,-7,Q1,1,2,HOU,10,2,2009
4046,2,709,1,11,5489,-7,Q1,0,0,HOU,8,2,2009
4047,1,709,0,0,5490,-7,Q1,1,2,HOU,10,2,2009
4048,2,709,1,0,5491,-7,Q1,0,0,HOU,8,2,2009
4049,3,709,1,9,5492,-7,Q1,0,0,HOU,8,2,2009
4050,1,709,0,0,5493,-7,Q1,1,6,HOU,10,2,2009
4051,2,709,1,0,5494,-7,Q1,0,0,HOU,4,2,2009
4052,3,709,1,7,5495,-7,Q1,0,0,HOU,4,2,2009
4053,1,709,0,0,5496,-7,Q1,1,-1,HOU,10,2,2009
4054,2,709,1,9,5497,-7,Q1,0,0,HOU,11,2,2009
4055,3,709,1,19,5498,-7,Q1,0,0,HOU,2,2,2009
4056,1,710,1,6,5501,-7,Q1,0,0,GB,10,2,2009
4057,2,710,0,0,5502,-7,Q1,1,8,GB,4,2,2009
4058,1,710,0,0,5503,-7,Q1,1,8,GB,10,2,2009
4059,2,710,1,0,5504,-7,Q1,0,0,GB,2,2,2009
4060,3,710,1,21,5505,-7,Q1,0,0,GB,2,2,2009
4061,1,710,0,0,5506,-7,Q1,1,2,GB,10,2,2009
4062,2,710,1,6,5507,-7,Q1,0,0,GB,8,2,2009
4063,3,710,1,16,5508,-7,Q1,0,0,GB,2,2,2009
4064,1,710,0,0,5509,-7,Q1,1,1,GB,6,2,2009
4065,2,710,0,0,5510,-7,Q1,1,2,GB,5,2,2009
4066,3,710,1,3,5511,-7,Q1,0,0,GB,3,2,2009
4067,1,711,0,0,5514,-10,Q1,1,0,ATL,10,13,2009
4068,2,711,0,0,5515,-10,Q1,1,0,ATL,10,13,2009
4069,3,711,1,23,5516,-10,Q1,0,0,ATL,10,13,2009
4070,1,711,0,0,5517,-10,Q1,1,5,ATL,10,13,2009
4071,2,711,1,0,5519,-10,Q1,0,0,ATL,10,13,2009
4072,1,711,0,0,5521,-10,Q1,1,-1,ATL,10,13,2009
4073,2,711,0,0,5522,-10,Q1,1,-2,ATL,11,13,2009
4074,3,711,1,0,5523,-10,Q1,0,0,ATL,13,13,2009
4075,1,712,0,0,5526,0,Q1,1,4,CIN,10,13,2009
4076,2,712,0,0,5527,0,Q1,1,4,CIN,6,13,2009
4077,3,712,0,0,5528,0,Q1,1,3,CIN,2,13,2009
4078,1,712,1,0,5529,0,Q1,0,0,CIN,10,13,2009
4079,2,712,1,9,5530,0,Q1,0,0,CIN,10,13,2009
